UniqueIndex,u.r,DOI,Title,Authors,JnlYear,InfantGroup,ExperimentNo,PublicationStatus,NativeLanguage,TestLanguage,Lab,InfantType,minAge,meanAge,maxAge,PropFemales,Included,Excluded,Fussers,NonCriterion,Criterion,exclusionCriteria,MeanAgeMonths,MultipleAgeGroups,MultipleAgeGroupsYO,Words,WdMisAlignMajorStress,Linguistic,NumberSyllables,passages,EdgeAlign,EdgeAlignSimple,FamVoice,FamRegister,FamAffect,maxTrialDurFam,TestVoice,TestRegister,AgeGroupForIndex,Indexical,maxTrialDurTest,nbTrialsTest,Words2Passage,famCriterion,repeatedMeasures,Method,PredictedEffect,OtherNotes,LTFam,SD.LTFam,LTNov,SD.LTNov,correlationFamNov,exact.t,exact.F,p_val_reported,proportionFamPref,formula2use
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,2_happyTest,2_neutral_to_happy,peer-reviewed,American English,native,Singh,standard,301,325,344,0.475,20,3.5,1.5,0,2, crying non-English home environment,10.5,1,2,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,neutral,20,female,between infants half IDS half neutral,o,affect,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,7.581,3.426,7.404,3.249,,,word type: F(276)=12.40,,0.55,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,2_happyTest,2_happy_to_happy,peer-reviewed,American English,native,Singh,standard,301,325,344,0.475,20,3.5,1.5,0,2, crying non-English home environment,10.5,1,2,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,happy,20,female,between infants half IDS half neutral,o,match,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,9.082,4.231,7.404,3.249,,,word type: F(276)=12.40,,0.8,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,2_neutralTest,2_neutral_to_neutral,peer-reviewed,American English,native,Singh,standard,301,325,344,0.475,20,3.5,1.5,0,2, crying non-English home environment,10.5,1,2,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,neutral,20,female,between infants half IDS half neutral,o,match,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,4.942,1.279,6.065,2.029,,,word type: F(276)=12.40,,0.3,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,2_neutralTest,2_happy_to_neutral,peer-reviewed,American English,native,Singh,standard,301,325,344,0.475,20,3.5,1.5,0,2, crying non-English home environment,10.5,1,2,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,happy,20,female,between infants half IDS half neutral,o,affect,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,9.047,4.858,6.065,2.029,,,word type: F(276)=12.40,,0.8,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,3_10.5,3_10.5,peer-reviewed,American English,native,Singh,standard,304,319,334,0.5625,16,6,0,0,2,for both age groups collapsed: failure to complete session (7) computer error (1) having two or more trials that constituted outliers (2),10.5,1,2,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,neutral,20,female,happy,o,affect,NA,12,yes,30,no,HPP,exploratory,,5.926,2.502,7.427,1.285,,-2.17,,,,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,3_7.5,3_7.5,peer-reviewed,American English,native,Singh,standard,224,231,239,0.3125,16,4,0,0,2,for both age groups collapsed: failure to complete session (7) computer error (1) having two or more trials that constituted outliers (2),7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,neutral,20,female,happy,y,affect,NA,12,yes,30,no,HPP,nonsignificant,,8.483,3.483,8.736,2.627,,-0.23,,,,means&SD
39,Christina,10.1016/j.jml.2004.07.002,Phonological phrase boundaries constrain lexical access II. Infant data,Gout Christophe Morgan,2004,1,1,peer-reviewed,American English,native,NA,standard,304.2,318.2,334.2,NA,18,3,0,0,2,technical problems restlessness,10,1,1,paper beacon,0,reparse,2,"Paper / Pay-Per: The outstanding pay persuades him to go to France.The scandalous paper sways him to tell the truth. My friend says that smaller pay perpetuates unhappiness.The girl found the meager paper petulant and annoying. The wealthy tycoon with all the pay pursued his rivals.The young man who often reads the paper sued the lady. The girl with piles of pay perfumed the smelly house.The burning piles of paper fumed through every room. After he was promoted his increased pay permuted into that of his bosses.Although he was conservative his revised paper muted the reply of his colleagues. The abrupt increase in pay pertained to his fine work.The quite sudden rise in paper tainted her good mood. Beacon / Bee-Con: The plastic decorative bee contained the sparkling necklace.The very large and ugly beacon tainted the beautiful skyline. We saw the yellow bee constrained with the weight of its load.The person with the beacon strained to transmit the message. The girl watched the little bee controlling all the rose pollen.The fisherman saw the beacon rolling in the foggy bay. The color of the bee confounded the new beekeeper.The owner of the beacon founded the association. She was surprised to discover the bumble bee confused about flowers.It was amusing to see the overheated beacon fusing to the ice. The vicious bee confronted all the angry crowd.The striped beacon fronted on the rocky shore.

",0,0,female ,IDS,NA,NA,female,IDS,NA,not.manipulated,NA,12,yes,30,no,HPP,significant,pooledSD here is the SD of the difference score,7.01,NA,7.01,NA,,0.5,,0.5,0.4444444444,tValue
39,Christina,10.1016/j.jml.2004.07.002,Phonological phrase boundaries constrain lexical access II. Infant data,Gout Christophe Morgan,2004,2,2,peer-reviewed,American English,native,NA,standard,389,403.46,421.46,NA,18,5,0,0,2,technical problem drowsiness restlessness,13,1,2,paper beacon,0,reparse,2,as above,0,0,female ,IDS,NA,NA,female,IDS,NA,not.manipulated,NA,12,yes,30,no,HPP,significant,pooledSD here is the SD of the difference score,7.99,NA,6.46,NA,,2.9,,0.009,0.8333333333,tValue
211,Alex,10.1080/01690960344000143,English-learning infants' segmentation of trisyllabic words from fluent speech,Houston Santelmann Jusczyk ,2004,1,1,peer-reviewed,American English,native,Jusczyk,standard,217,232,250,0.3928571429,28,21,17,0,0,crying restlessness parental interference equipment failure experimenter error,7.5,0,0,{baritone cantaloupe}{parachute vestibule},0,match,3,"The grocery store took away its old cantaloupe. Your cantaloupe is already at home. That red cantaloupe looks extremely strange. The dark cantaloupe tastes delicious. Give the children the plain cantaloupe. They think that her cantaloupe is edible. The dark baritone is very annoying. She plays that old baritone very skilfully. We need to get a plain baritone for the concert. The director really likes your baritone. Her baritone looks complicated. They composed a symphony for a red baritone. Your vestibule has lots of decorations. Her vestibule can fit only one. They are renovating that old vestibule. The small dark vestibule terrifies me. We are considering a plain vestibule. My new red vestibule is very comfortable. Our lieutenant has an old parachute. He gave the plain parachute to the beginner. Your parachute is colourful and new. The red parachute belongs to Timothy. The leader brought a dark parachute. Her parachute looks fantastic.

",62.5,0.333333333333333,female English IDS,IDS,NA,19.2,same female,IDS,NA,not.manipulated,19,16,yes,30,no,HPP,exploratory,,7.65,2.53,6.77,1.56,,2.25,,0.03,0.6785714286,means&SD
211,Alex,10.1080/01690960344000143,English-learning infants' segmentation of trisyllabic words from fluent speech,Houston Santelmann Jusczyk ,2004,2,2,peer-reviewed,American English,native,Jusczyk,standard,211,227,254,0.3214285714,28,14,13,0,0,crying restlessness experimenter error,7.5,0,0,{bari canta}{para vesti},0,embedded,2,"The grocery store took away its old cantaloupe. Your cantaloupe is already at home. That red cantaloupe looks extremely strange. The dark cantaloupe tastes delicious. Give the children the plain cantaloupe. They think that her cantaloupe is edible. The dark baritone is very annoying. She plays that old baritone very skilfully. We need to get a plain baritone for the concert. The director really likes your baritone. Her baritone looks complicated. They composed a symphony for a red baritone. Your vestibule has lots of decorations. Her vestibule can fit only one. They are renovating that old vestibule. The small dark vestibule terrifies me. We are considering a plain vestibule. My new red vestibule is very comfortable. Our lieutenant has an old parachute. He gave the plain parachute to the beginner. Your parachute is colourful and new. The red parachute belongs to Timothy. The leader brought a dark parachute. Her parachute looks fantastic.

",62.5,0.333333333333333,female English IDS,IDS,NA,19.1,same female,IDS,NA,not.manipulated,19,16,yes,30,no,HPP,exploratory,,8.42,2.8,7.82,2.97,,1.42,,0.17,0.5357142857,means&SD
211,Alex,10.1080/01690960344000143,English-learning infants' segmentation of trisyllabic words from fluent speech,Houston Santelmann Jusczyk ,2004,3,3,peer-reviewed,American English,native,Jusczyk,standard,202,232,272,0.6071428571,28,11,7,1,3,"failure to
look at the flashing lights (2) restlessness (7) parental interference (1)
and orientation times averaged less than 3 s (1).

",7.5,0,0,{ton loupe}{chute bule},0,embedded,1,"The grocery store took away its old cantaloupe. Your cantaloupe is already at home. That red cantaloupe looks extremely strange. The dark cantaloupe tastes delicious. Give the children the plain cantaloupe. They think that her cantaloupe is edible. The dark baritone is very annoying. She plays that old baritone very skilfully. We need to get a plain baritone for the concert. The director really likes your baritone. Her baritone looks complicated. They composed a symphony for a red baritone. Your vestibule has lots of decorations. Her vestibule can fit only one. They are renovating that old vestibule. The small dark vestibule terrifies me. We are considering a plain vestibule. My new red vestibule is very comfortable. Our lieutenant has an old parachute. He gave the plain parachute to the beginner. Your parachute is colourful and new. The red parachute belongs to Timothy. The leader brought a dark parachute. Her parachute looks fantastic.

",62.5,0.333333333333333,female English IDS,IDS,NA,19.1,same female,IDS,NA,not.manipulated,19,16,yes,30,no,HPP,exploratory,Also does omnibus ANOVA for exp 1-3 no interaction,7.26,2.06,6.56,2.69,,1.32,,0.2,0.6428571429,means&SD
